date,sales,qty,profit,day_of_week,day_of_month,anomaly,anomaly_score
2024-06-05,19038.09,696.0,3316.43,2,5,1,-0.3873647176955845
2024-06-06,19009.69,687.0,3767.17,3,6,1,-0.3810819178245526
2024-06-07,19870.7,781.0,3976.35,4,7,1,-0.3916917085287079
2024-06-08,21471.59,704.0,4751.81,5,8,1,-0.41793793886188385
2024-06-09,4162.08,353.0,1428.18,6,9,1,-0.45516717560661846
2024-06-10,27527.57,960.0,8810.869999999999,0,10,1,-0.4692477020553808
2024-06-11,13902.59,707.0,2933.93,1,11,1,-0.40696982228163736
2024-06-12,17035.78,524.0,2850.67,2,12,1,-0.3915442518398945
2024-06-13,16370.74,512.0,5466.71,3,13,1,-0.39906951574890553
2024-06-14,35134.979999999996,644.0,10098.09,4,14,1,-0.49572548560874774
2024-06-15,12681.66,394.0,3013.34,5,15,1,-0.4204167556381914
2024-06-16,8854.77,389.0,1856.3,6,16,1,-0.44001069344391186
2024-06-17,22256.34,745.0,3845.77,0,17,1,-0.4194301975175929
2024-06-18,17957.7,819.0,3201.91,1,18,1,-0.40277402750684765
2024-06-19,14494.23,610.0,3951.93,2,19,1,-0.3877370800840445
2024-06-20,14969.04,527.0,3057.57,3,20,1,-0.3859099398013183
2024-06-21,6915.74,395.0,1110.92,4,21,1,-0.45629955145669737
2024-06-22,11666.58,485.0,2838.48,5,22,1,-0.41061362225002
2024-06-23,4969.39,213.0,949.59,6,23,1,-0.44338337876775846
2024-06-24,29589.92,615.0,5334.34,0,24,1,-0.4389908823591902
2024-06-25,12751.35,419.0,2173.12,1,25,1,-0.42379158234785863
2024-06-26,21380.52,595.0,4039.72,2,26,1,-0.3871903259512413
2024-06-27,22156.91,970.0,4840.19,3,27,1,-0.40611241996836245
2024-06-28,28086.01,799.0,6052.49,4,28,1,-0.4099077412890871
2024-06-29,16856.02,549.0,2581.85,5,29,1,-0.410037189248109
2024-06-30,11945.550000000001,513.0,2080.81,6,30,1,-0.4438799515964595
2024-07-01,31908.09,741.0,6855.83,0,1,1,-0.44133157983711296
2024-07-02,11492.25,460.0,1796.8,1,2,1,-0.4272455133368789
2024-07-03,24568.55,466.0,5863.14,2,3,1,-0.4180961395182247
2024-07-04,37492.58,893.0,8957.23,3,4,1,-0.4835648682133703
2024-07-05,54974.159999999996,631.0,14664.95,4,5,-1,-0.6058254974935822
2024-07-06,11704.74,491.0,2171.73,5,6,1,-0.4087412357098311
2024-07-07,6387.07,463.0,1293.4099999999999,6,7,1,-0.4576876948000741
2024-07-08,87247.77,832.0,17292.75,0,8,-1,-0.6709936437746813
2024-07-09,31256.01,990.0,6874.57,1,9,1,-0.4361555790379821
2024-07-10,23144.64,200.0,5758.19,2,10,1,-0.4879244554028686
2024-07-11,19163.09,105.0,2916.54,3,11,1,-0.4735492010395525
2024-07-12,35408.16,913.0,8776.47,4,12,1,-0.4781079166727477
2024-07-13,17336.81,645.0,3981.89,5,13,1,-0.4038914442698147
2024-07-14,7250.91,247.0,1533.7,6,14,1,-0.43406466689938694
2024-07-15,23446.52,797.0,4668.04,0,15,1,-0.4161791130674172
2024-07-16,22837.78,739.0,3012.98,1,16,1,-0.40178639705431635
2024-07-17,22957.08,763.0,4719.64,2,17,1,-0.38461945897968397
2024-07-18,20473.22,604.0,4589.92,3,18,1,-0.3822728718009
2024-07-19,22881.57,810.0,4851.41,4,19,1,-0.3947744288036762
2024-07-20,19649.94,808.0,2748.3399999999997,5,20,1,-0.4232086813403625
2024-07-21,12210.1,226.0,2524.99,6,21,1,-0.4571718659063
2024-07-22,23893.56,880.0,5291.17,0,22,1,-0.4280902566266187
2024-07-23,10975.43,447.0,2218.45,1,23,1,-0.42426503681008654
2024-07-24,17055.79,689.0,2644.22,2,24,1,-0.38801680706773206
2024-07-25,10303.32,322.0,1808.74,3,25,1,-0.433247743757364
2024-07-26,48004.12,529.0,17436.0,4,26,-1,-0.6031438918300505
2024-07-27,29889.89,847.0,5348.43,5,27,1,-0.45304051931344713
2024-07-28,4021.11,208.0,855.7800000000001,6,28,1,-0.4531941349310941
2024-07-29,22359.27,596.0,7337.47,0,29,1,-0.4574444387300419
2024-07-30,21834.92,637.0,4415.95,1,30,1,-0.39435383126362605
2024-07-31,21376.32,925.0,5275.36,2,31,1,-0.4078387860422065
2024-08-01,25399.44,949.0,3558.55,3,1,1,-0.41571122656283194
2024-08-02,15017.71,641.0,2511.0,4,2,1,-0.3978984377936723
2024-08-03,12162.199999999999,302.0,4984.16,5,3,1,-0.46678498554484116
2024-08-04,5618.39,229.0,1072.62,6,4,1,-0.4351255887685426
2024-08-05,26761.07,705.0,5106.65,0,5,1,-0.4233649830197515
2024-08-06,12620.18,618.0,2089.76,1,6,1,-0.410876348288929
2024-08-07,21589.16,659.0,4933.14,2,7,1,-0.3912305061590741
2024-08-08,23522.6,561.0,2624.1,3,8,1,-0.40275343393104374
2024-08-09,29246.34,966.0,4868.56,4,9,1,-0.4354322009918441
2024-08-10,13607.98,484.0,2648.98,5,10,1,-0.40872935957046036
2024-08-11,11233.369999999999,405.0,2299.3,6,11,1,-0.44397776759648433
2024-08-12,18550.53,770.0,4053.7,0,12,1,-0.4174243058675751
2024-08-13,23444.190000000002,785.0,4701.66,1,13,1,-0.39510995635123203
2024-08-14,22226.35,871.0,4532.12,2,14,1,-0.39486286513526325
2024-08-15,20917.8,698.0,3984.26,3,15,1,-0.38255711592204045
2024-08-16,23137.29,1060.0,4244.61,4,16,1,-0.41792352135697586
2024-08-17,29670.9,796.0,5761.86,5,17,1,-0.45150096743035245
2024-08-18,9285.68,312.0,3172.89,6,18,1,-0.46603189210007956
2024-08-19,24954.79,670.0,5542.61,0,19,1,-0.42574473136356994
2024-08-20,33371.06,1736.0,9204.31,1,20,-1,-0.5859586307339743
2024-08-21,23582.74,730.0,4119.62,2,21,1,-0.385781448813349
2024-08-22,35560.76,834.0,6561.84,3,22,1,-0.43033325931854277
2024-08-23,23409.15,607.0,5273.47,4,23,1,-0.4031839329173931
2024-08-24,28473.42,897.0,6254.39,5,24,1,-0.45977012831987213
2024-08-25,7902.37,361.0,3196.88,6,25,1,-0.4659876447196528
2024-08-26,20596.79,620.0,4631.77,0,26,1,-0.4199700328083752
2024-08-27,19583.3,949.0,5228.42,1,27,1,-0.4160283754790308
2024-08-28,25249.93,890.0,6295.95,2,28,1,-0.40642101693922733
2024-08-29,16349.42,666.0,4182.73,3,29,1,-0.38499383132112186
2024-08-30,17053.08,714.0,4093.87,4,30,1,-0.3884931586916063
2024-08-31,18109.739999999998,593.0,3860.33,5,31,1,-0.4055340254913483
2024-09-01,8146.57,199.0,1470.19,6,1,1,-0.45211795899297974
2024-09-02,16711.12,661.0,4288.59,0,2,1,-0.419926060712947
2024-09-03,36342.3,1307.0,5968.39,1,3,-1,-0.5118492621613069
2024-09-04,65353.29,505.0,-2243.8599999999997,2,4,-1,-0.626122097968734
2024-09-05,15521.54,476.0,2807.85,3,5,1,-0.3888158400284593
2024-09-06,20570.39,684.0,4941.47,4,6,1,-0.3887722060364046
2024-09-07,15109.58,569.0,2051.1,5,7,1,-0.4073157005658011
2024-09-08,7233.15,291.0,3084.18,6,8,1,-0.4669868919199289
2024-09-09,41381.83,564.0,13755.5,0,9,-1,-0.5695589044890158
2024-09-10,18776.05,668.0,5129.28,1,10,1,-0.40128900246090127
2024-09-11,18368.75,859.0,4091.7599999999998,2,11,1,-0.3968570468311958
2024-09-12,21563.69,662.0,6422.26,3,12,1,-0.4008528535404745
2024-09-13,20139.45,482.0,4473.42,4,13,1,-0.41025092221882087
2024-09-14,15464.31,480.0,4412.16,5,14,1,-0.42011529992470786
2024-09-15,6617.8099999999995,271.0,1839.26,6,15,1,-0.4410903804911736
2024-09-16,32137.35,1257.0,8114.96,0,16,-1,-0.5227421528992454
2024-09-17,26105.23,682.0,6067.14,1,17,1,-0.4085232026350835
2024-09-18,118645.44,7258.0,22515.43,2,18,-1,-0.7865536155924449
2024-09-19,20307.59,968.0,4970.16,3,19,1,-0.4009236626105815
2024-09-20,24836.17,833.0,5775.1,4,20,1,-0.4058286613766787
2024-09-21,23769.77,713.0,5988.4,5,21,1,-0.42758020723907014
2024-09-22,7473.94,223.0,2093.98,6,22,1,-0.4426742202976055
2024-09-23,29406.48,997.0,5376.51,0,23,1,-0.44306037783356994
2024-09-24,29224.82,748.0,7712.53,1,24,1,-0.43685220209269415
2024-09-25,96570.61,1255.0,72827.65,2,25,-1,-0.7205729953070982
2024-09-26,14402.88,619.0,3990.85,3,26,1,-0.38587659353222137
2024-09-27,25525.33,896.0,6310.15,4,27,1,-0.4199784445985679
2024-09-28,31725.61,975.0,5578.76,5,28,1,-0.47142394294371764
2024-09-29,4556.07,105.0,1797.83,6,29,1,-0.48950027699096993
2024-09-30,19222.4,540.0,4731.16,0,30,1,-0.42608358668246515
2024-10-01,20406.66,870.0,3395.65,1,1,1,-0.4144128465839461
2024-10-02,25898.66,961.0,4427.59,2,2,1,-0.40535477170403844
2024-10-03,10724.42,569.0,2087.02,3,3,1,-0.4019629854365298
2024-10-04,20665.26,722.0,3928.22,4,4,1,-0.38645561861280414
2024-10-05,28378.21,546.0,6744.91,5,5,1,-0.46311308189973016
2024-10-06,12214.24,458.0,3840.2,6,6,1,-0.4664972869384071
2024-10-07,24788.61,777.0,6713.8,0,7,1,-0.425644082381369
2024-10-08,18827.2,639.0,4565.6,1,8,1,-0.3940861817940602
2024-10-09,14913.5,703.0,3658.55,2,9,1,-0.38795467739883244
2024-10-10,12314.51,493.0,2924.29,3,10,1,-0.39262929445053846
2024-10-11,24430.510000000002,813.0,5073.01,4,11,1,-0.39706570657458656
2024-10-12,31768.87,785.0,7330.04,5,12,1,-0.47039327653681456
2024-10-13,11674.55,340.0,2857.23,6,13,1,-0.4495117692594715
2024-10-14,26978.9,883.0,5914.8,0,14,1,-0.428973320333163
2024-10-15,36329.18,679.0,9794.89,1,15,1,-0.49788651214994706
2024-10-16,17625.14,530.0,3568.0,2,16,1,-0.3888006969615666
2024-10-17,24833.48,966.0,6211.92,3,17,1,-0.4146008292969064
2024-10-18,29693.82,821.0,7485.54,4,18,1,-0.44744507696526614
2024-10-19,43072.61,1009.0,8081.16,5,19,-1,-0.5355615385578363
2024-10-20,11131.8,277.0,3350.79,6,20,1,-0.46456318788084544
2024-10-21,31480.37,1054.0,6952.66,0,21,1,-0.4568690215247559
2024-10-22,35021.62,1163.0,8351.56,1,22,1,-0.5046164618324418
2024-10-23,29024.41,595.0,6327.81,2,23,1,-0.4134552132039127
2024-10-25,24824.46,655.0,5048.36,4,25,1,-0.4007415858210943
2024-10-26,30692.66,518.0,6653.05,5,26,1,-0.4715640917924634
2024-10-27,4389.54,258.0,1079.33,6,27,1,-0.44597896639489515
2024-10-28,35091.79,939.0,7042.2,0,28,1,-0.46064344016238223
2024-10-29,25302.52,533.0,6243.25,1,29,1,-0.42365411994656654
2024-10-30,34637.85,767.0,8019.13,2,30,1,-0.4522170125502966
2024-10-31,13829.45,469.0,3443.08,3,31,1,-0.39928262164850964
2024-11-01,13476.65,401.0,4443.75,4,1,1,-0.4314262377342835
2024-11-02,14319.59,385.0,3047.4500000000003,5,2,1,-0.42104447170362613
2024-11-03,8718.68,159.0,2217.99,6,3,1,-0.47716390169318856
2024-11-04,26275.75,695.0,5848.599999999999,0,4,1,-0.42775094211203457
2024-11-05,45880.88,1163.0,9892.43,1,5,-1,-0.5528356543456503
2024-11-06,23244.62,863.0,6982.48,2,6,1,-0.416244592015341
2024-11-07,16269.96,528.0,4319.62,3,7,1,-0.3883196119880573
2024-11-08,22763.28,1439.0,4663.35,4,8,1,-0.48736079058155585
2024-11-09,20971.0,808.0,4737.82,5,9,1,-0.41782244236534255
2024-11-10,40059.21,258.0,8159.8,6,10,-1,-0.6075450114206097
2024-11-11,17774.17,687.0,3820.02,0,11,1,-0.42020889722171634
2024-11-12,35220.07,967.0,7507.61,1,12,1,-0.4576150289385163
2024-11-13,20649.78,971.0,4955.86,2,13,1,-0.4027451425171185
2024-11-14,19784.31,614.0,4860.56,3,14,1,-0.3841112535141726
2024-11-15,21740.8,1504.0,6951.42,4,15,-1,-0.5216076647114676
2024-11-16,17016.79,706.0,5601.01,5,16,1,-0.4258614303632879
2024-11-17,13073.04,403.0,2924.04,6,17,1,-0.449903003189118
2024-11-18,19891.829999999998,606.0,5339.01,0,18,1,-0.4268946030472158
2024-11-19,14521.64,668.0,3600.93,1,19,1,-0.40476690468777593
2024-11-20,21896.65,846.0,5610.47,2,20,1,-0.4014894287953782
2024-11-21,21086.01,823.0,5258.14,3,21,1,-0.39101824232637394
2024-11-22,24682.95,528.0,6387.45,4,22,1,-0.4271972149609351
2024-11-23,22423.01,824.0,4825.33,5,23,1,-0.418639131323906
2024-11-24,6236.9,210.0,2235.71,6,24,1,-0.45266261826000187
2024-11-25,25826.54,887.0,6525.85,0,25,1,-0.4359391638984429
2024-11-26,16332.14,771.0,4010.34,1,26,1,-0.3973059430610415
2024-11-27,9739.26,440.0,2350.82,2,27,1,-0.42053169951029434
2024-11-28,14904.6,572.0,3782.54,3,28,1,-0.38550678109345315
2024-11-29,22609.51,813.0,6628.12,4,29,1,-0.41059800380874945
2024-11-30,18172.82,491.0,4623.69,5,30,1,-0.4196818722971323
2024-12-01,7483.88,219.0,1372.04,6,1,1,-0.44117878198948257
2024-12-02,31130.12,1139.0,11787.03,0,2,-1,-0.5370249359523879
2024-12-03,20460.67,630.0,5338.64,1,3,1,-0.40434716668992987
2024-12-04,22350.02,767.0,5127.88,2,4,1,-0.3892499971677229
2024-12-05,24583.02,1043.0,6287.84,3,5,1,-0.4209246000475592
2024-12-06,24688.29,836.0,8692.17,4,6,1,-0.4513734599568327
2024-12-07,19702.82,711.0,5558.09,5,7,1,-0.4230057007084338
2024-12-08,8846.26,365.0,2023.28,6,8,1,-0.4365812990356987
2024-12-09,25845.14,838.0,5696.76,0,9,1,-0.4194079431616568
2024-12-10,17615.79,534.0,4733.86,1,10,1,-0.40708291855770107
2024-12-11,15080.75,517.0,4326.47,2,11,1,-0.39612763834643366
2024-12-12,15484.62,720.0,3689.33,3,12,1,-0.3853135077831078
2024-12-13,20510.06,658.0,6787.21,4,13,1,-0.4163889436694502
2024-12-14,10526.34,300.0,2397.84,5,14,1,-0.44275842140977506
2024-12-15,4672.08,146.0,838.21,6,15,1,-0.46687939557660163
2024-12-16,38439.89,1045.0,7288.89,0,16,1,-0.47332377231747536
2024-12-17,23287.65,1029.0,6002.0,1,17,1,-0.4280289560953448
2024-12-18,26381.49,900.0,6465.85,2,18,1,-0.41412485001680777
2024-12-19,21650.8,622.0,6205.93,3,19,1,-0.39420208985029553
2024-12-20,22454.88,567.0,6041.86,4,20,1,-0.40687216608417487
2024-12-21,22899.16,595.0,5720.29,5,21,1,-0.4208514130489774
2024-12-22,7057.89,257.0,2414.13,6,22,1,-0.44904609875834967
2024-12-23,30771.36,946.0,6919.83,0,23,1,-0.44381859018907904
2024-12-24,11060.54,457.0,2842.22,1,24,1,-0.42202514684532555
2024-12-27,33053.12,1062.0,8271.77,4,27,1,-0.47983105760136574
2024-12-28,20727.03,622.0,4896.08,5,28,1,-0.40900431591719416
2024-12-29,10555.0,410.0,2932.88,6,29,1,-0.4518339362877782
2024-12-30,22293.9,399.0,7725.07,0,30,1,-0.5089836518994073
2024-12-31,9415.68,230.0,3000.16,1,31,1,-0.4935492429615456
2025-01-01,11939.67,339.0,3761.73,2,1,1,-0.43461099206387355
2025-01-02,22287.23,556.0,6337.72,3,2,1,-0.4087159967361365
2025-01-03,23592.99,800.0,6698.43,4,3,1,-0.4122714269836321
2025-01-04,24150.23,851.0,8157.27,5,4,1,-0.4708979095667792
2025-01-05,8226.89,319.0,2325.86,6,5,1,-0.437952536598936
2025-01-06,30007.09,982.0,7394.4,0,6,1,-0.45519431296992746
2025-01-07,25898.8,898.0,7950.95,1,7,1,-0.4430409177041792
2025-01-08,31899.35,934.0,8584.34,2,8,1,-0.46106497991731266
2025-01-09,30465.920000000002,896.0,7785.25,3,9,1,-0.4481074500026838
2025-01-10,21342.63,679.0,4766.6,4,10,1,-0.39321839890694565
2025-01-11,19397.23,688.0,4558.29,5,11,1,-0.41167158876458687
2025-01-12,2956.35,97.0,833.2,6,12,-1,-0.5137623264033764
2025-01-13,34322.62,948.0,7300.49,0,13,1,-0.4621820659579746
2025-01-14,21305.19,654.0,6794.49,1,14,1,-0.4263592097821573
2025-01-15,15024.75,786.0,5302.22,2,15,1,-0.4171391381224305
2025-01-16,22272.29,584.0,6694.24,3,16,1,-0.41010723604164073
2025-01-17,21486.51,651.0,6962.82,4,17,1,-0.42100001084588634
2025-01-18,26774.46,788.0,6002.09,5,18,1,-0.4310996461938666
2025-01-19,6341.26,189.0,3042.3,6,19,1,-0.48422698579262413
2025-01-20,24695.170000000002,799.0,6643.889999999999,0,20,1,-0.42706188098597736
2025-01-21,20059.76,585.0,5088.42,1,21,1,-0.39977711119467213
2025-01-22,24654.41,1056.0,6287.28,2,22,1,-0.41732148212151077
2025-01-23,34518.56,794.0,7721.69,3,23,1,-0.44161864516456767
2025-01-24,21852.34,786.0,5055.05,4,24,1,-0.39270422169176006
2025-01-26,6868.19,217.0,1666.7,6,26,1,-0.43968448925251385
2025-01-27,36958.02,1052.0,10840.04,0,27,-1,-0.5170442022719945
2025-01-28,31268.8,914.0,8582.57,1,28,1,-0.4587096512453397
2025-01-29,26914.88,689.0,6919.06,2,29,1,-0.4186518839354833
2025-01-30,22948.9,744.0,5666.31,3,30,1,-0.38811027533878795
2025-01-31,16696.29,548.0,7223.83,4,31,1,-0.43672052947406287
2025-02-01,31508.84,671.0,9983.29,5,1,1,-0.5097773347279507
2025-02-02,10414.73,158.0,3859.86,6,2,-1,-0.5256782369335605
2025-02-03,36257.47,671.0,11435.83,0,3,-1,-0.5203342582365751
2025-02-04,23734.25,629.0,6995.09,1,4,1,-0.4261707476544238
2025-02-05,15911.52,519.0,3428.05,2,5,1,-0.3909799320269549
2025-02-06,14654.12,626.0,4201.62,3,6,1,-0.39122438659443265
2025-02-07,18673.8,875.0,5877.84,4,7,1,-0.42172707872189996
2025-02-08,25103.22,710.0,8049.47,5,8,1,-0.470728397512709
2025-02-09,11919.63,203.0,2844.41,6,9,1,-0.4738910134239406
2025-02-10,27033.15,1033.0,8922.91,0,10,1,-0.4796249451545662
2025-02-11,20669.66,444.0,4439.64,1,11,1,-0.42572683925875127
2025-02-12,26550.02,1298.0,6156.33,2,12,1,-0.4766304382578016
2025-02-13,18409.58,846.0,4718.4,3,13,1,-0.3957712739713361
2025-02-14,20907.67,694.0,5228.43,4,14,1,-0.3931642282908858
2025-02-15,27190.64,709.0,9727.45,5,15,1,-0.5005675551990371
2025-02-16,6364.85,109.0,1398.77,6,16,1,-0.4798186710142599
2025-02-17,16747.48,833.0,4760.68,0,17,1,-0.4238878645117895
2025-02-18,28694.22,681.0,6217.93,1,18,1,-0.4129380817676661
2025-02-19,19835.81,795.0,6032.25,2,19,1,-0.4044760193409706
2025-02-20,20939.24,539.0,3100.82,3,20,1,-0.39055391316916155
2025-02-21,21839.14,625.0,4987.26,4,21,1,-0.39518934993806376
2025-02-22,21544.07,392.0,5975.83,5,22,1,-0.4541218931363745
2025-02-23,7472.45,246.0,2159.9,6,23,1,-0.44070891856453437
2025-02-24,25564.6,843.0,5888.71,0,24,1,-0.42138931476156616
2025-02-25,18629.85,640.0,3792.63,1,25,1,-0.3995392294207508
2025-02-26,13726.12,491.0,3913.73,2,26,1,-0.39986084263149174
2025-02-27,12111.72,470.0,3042.58,3,27,1,-0.39760749108204063
2025-02-28,21197.62,516.0,6605.849999999999,4,28,1,-0.42497920985593696
2025-03-01,25180.42,679.0,6531.36,5,1,1,-0.43885166336117354
2025-03-02,5523.69,172.0,1385.86,6,2,1,-0.45622830207167464
2025-03-03,20044.91,760.0,6193.4,0,3,1,-0.422789677596018
2025-03-04,18947.0,769.0,5251.21,1,4,1,-0.40447136578407056
2025-03-05,31407.28,3708.0,9334.52,2,5,-1,-0.6390000715937926
2025-03-06,22930.6,517.0,5934.2,3,6,1,-0.4074731112101698
2025-03-07,15780.03,361.0,3496.44,4,7,1,-0.41955185566386133
2025-03-08,54333.68,817.0,17789.41,5,8,-1,-0.6318476019391035
2025-03-09,6444.05,221.0,1367.6,6,9,1,-0.4374655647406922
2025-03-10,24659.11,872.0,5658.97,0,10,1,-0.4265900573739139
2025-03-11,16393.09,877.0,6472.360000000001,1,11,1,-0.4339158221273908
2025-03-12,15502.29,619.0,4878.99,2,12,1,-0.3891900593525795
2025-03-13,16029.97,536.0,5735.39,3,13,1,-0.40341081293940967
2025-03-14,21978.87,446.0,8615.23,4,14,1,-0.49254036421973035
2025-03-15,14578.96,458.0,5154.15,5,15,1,-0.43284622597564965
2025-03-16,4488.45,194.0,907.29,6,16,1,-0.45190326611887155
2025-03-17,39892.62,1110.0,11182.25,0,17,-1,-0.5350600807879493
2025-03-18,25332.8,740.0,9191.59,1,18,1,-0.4526480787006414
2025-03-19,17778.15,282.0,7304.84,2,19,1,-0.49199587691830293
2025-03-20,13858.4,538.0,4290.63,3,20,1,-0.4019758582431248
2025-03-21,21252.16,575.0,5648.17,4,21,1,-0.40406979472182303
2025-03-22,24412.28,671.0,5685.21,5,22,1,-0.42666389310162534
2025-03-23,5780.28,125.0,1944.77,6,23,1,-0.48581925474106574
2025-03-24,27625.28,767.0,5944.39,0,24,1,-0.4182541629731727
2025-03-25,20987.86,695.0,6093.31,1,25,1,-0.4109480654748381
2025-03-26,18893.5,488.0,7990.84,2,26,1,-0.4612785006329389
2025-03-27,20138.12,711.0,5351.83,3,27,1,-0.38934899274235457
2025-03-28,19221.44,844.0,6935.38,4,28,1,-0.42717269813409814
2025-03-29,25203.4,403.0,7717.4,5,29,1,-0.5048612119785425
2025-03-30,7688.26,132.0,3389.7,6,30,-1,-0.5180588074896326
2025-03-31,20735.99,826.0,5723.31,0,31,1,-0.42321740069085306
